Type,Address,Listing Price,Selling Price,Year Built,Square Feet,Lot Size(AC),Listing Date,Pending Date,Sold Date,Days on Market
Sold,"2039 W Pine St Lodi, CA 95242-2800",140000,180000,1967,1357,0.12,5/8/2009,5/13/2009,6/26/2009,5
Sold,"2327 Brittany Ln Lodi, CA 95242-9151",728000,728000,1989,4701,0.27,5/15/2009,6/1/2009,7/14/2009,17
Sold,"343 Wood Dr Lodi, CA 95242",329000,229000,1961,1739,0.17,6/4/2009,10/20/2009,1/25/2010,134
Sold,"2114 W Vine St Lodi, CA 95242-3721",239000,220000,1981,2135,0.18,11/19/2009,2/18/2010,2/24/2010,73
Sold,"1255 Heidelberg Way Lodi, CA 95242-9131",519000,512075,2002,3080,0.22,1/7/2010,2/20/2011,3/18/2011,408
Sold,"54 Garden Dr Lodi, CA 95242-2863",185000,187500,1974,1200,0.11,2/1/2010,5/13/2010,8/18/2010,101
Sold,"400 Trinity Way Lodi, CA 95242-2654",150000,180000,1965,1250,0.13,12/29/2009,6/21/2010,8/2/2010,174
Sold,"2375 Hyde Park Cir Lodi, CA 95242-3251",329000,304500,1989,2170,0.14,2/8/2010,8/20/2010,9/24/2010,192
Sold,"2149 Jerry Ln Lodi, CA 95242-2840",205000,205000,1967,1748,0.15,2/13/2010,3/3/2010,4/22/2010,18
Sold,"2235 Cochran Rd Lodi, CA 95242-3608",350000,325000,1981,2369,0.31,2/22/2010,9/10/2010,10/26/2010,200
Sold,"2310 W Lodi Ave Lodi, CA 95242-3226",299900,275000,1959,2120,0.25,3/20/2010,4/1/2010,4/16/2010,12
Sold,"326 Del Mont St Lodi, CA 95242-3313",289000,275000,1960,1879,0.19,3/22/2010,5/19/2010,6/30/2010,58
Sold,"2401 Central Park Dr Lodi, CA 95242-3206",276000,276000,1989,1631,0.11,4/5/2010,6/18/2010,6/30/2010,74
Sold,"2410 Central Park Dr Lodi, CA 95242-3205",329000,285000,1989,1631,0.11,4/11/2010,6/30/2010,8/10/2010,78
Sold,"2355 Saint Anton Dr Lodi, CA 95242-9100",449000,395000,1988,2224,0.21,4/23/2010,7/12/2010,8/10/2010,80
Sold,"1140 Vienna Dr Lodi, CA 95242-9694",599000,575000,1994,3428,0.22,10/5/2009,10/15/2009,10/30/2009,10
Sold,"2033 Cochran Rd Lodi, CA 95242-3604",207000,195000,1961,1035,0.19,10/7/2009,10/10/2009,11/10/2009,3
Sold,"2043 Kenway Ct Lodi, CA 95242-3219",199900,199900,1976,1601,0.16,10/13/2009,10/22/2009,11/20/2009,9
Sold,"261 S Mills Ave Lodi, CA 95242",159900,157900,1921,2116,0.18,5/3/2010,8/20/2010,10/22/2010,109
Sold,"101 S Mills Ave Lodi, CA 95242-3135",150000,160000,1965,1830,0.12,10/20/2009,10/21/2009,11/23/2009,1
Sold,"2213 W Lodi Ave Lodi, CA 95242-3225",189000,192000,1963,1202,0.16,11/4/2009,4/28/2010,6/25/2010,103
Sold,"2012 Debbie Ln Lodi, CA 95242-2815",169900,165000,1961,1104,0.13,12/3/2010,2/23/2011,3/15/2011,82
Sold,"60 Garden Dr Lodi, CA 95242-2863",164900,160000,1974,1066,0.13,5/7/2010,7/14/2010,9/27/2010,56
Sold,"2319 Corbin Ln Lodi, CA 95242-3627",149950,151000,1965,1233,0.13,11/6/2009,2/16/2010,2/16/2010,102
Sold,"2034 Petersburg Way, Lodi, CA 95242-9689",595000,525000,1991,2952,0.26,11/12/2009,2/16/2010,3/18/2010,96
Sold,"1227 Salzburg Ln Lodi, CA 95242-9180",694500,675900,2002,3602,0.23,6/7/2010,8/9/2010,9/17/2010,63
Sold,"2308 Aladdin Way Lodi, CA 95242-2803",169900,176000,1973,1008,0.12,6/11/2010,6/22/2010,7/28/2010,11
Sold,"2132 Capell Dr Lodi, CA 95242-3213",199000,175000,1964,1430,0.16,6/16/2010,3/14/2011,4/8/2011,271
Sold,"215 Palomar Dr Lodi, CA 95242-2613",215000,210000,1983,1447,0.14,6/22/2010,10/7/2010,10/13/2010,59
Sold,"1163 Vienna Dr Lodi, CA 95242-9696",515900,480000,2001,3222,0.22,6/24/2010,10/17/2011,10/17/2011,480
Sold,"2031 Debbie Ln Lodi, CA 95242-2816",185000,185000,1961,1392,0.13,7/22/2010,8/27/2010,10/28/2010,36
Sold,"2233 Aladdin Way Lodi, CA 95242-2802",160000,160000,1973,1016,0.12,7/23/2010,3/17/2011,4/15/2011,237
Sold,"2209 Jackson St Lodi, CA 95242-3118",189000,182000,1962,1428,0.14,7/24/2010,11/15/2010,12/8/2010,114
Sold,"2207 W Elm St Lodi, CA 95242-2824",179900,183000,1967,1575,0.17,7/28/2010,8/30/2010,10/20/2010,33
Sold,"2106 W Elm St Lodi, CA 95242-2821",209900,187000,1961,1659,0.15,8/9/2010,8/27/2010,10/15/2010,18
Sold,"506 Rutledge Dr Lodi, CA 95242-2129",199950,187500,1970,1200,0.15,8/16/2010,9/14/2010,9/22/2010,29
Sold,"2166 W Elm St Lodi, CA 95242-2821",229500,230000,1967,1861,0.16,10/5/2010,10/27/2010,1/28/2011,22
Sold,"2245 Starr Dr Lodi, CA 95242-2643",219950,209950,1982,1517,0.16,10/11/2010,2/22/2011,3/24/2011,113
Sold,"888 Rutledge Dr Lodi, CA 95242-2140",61000,55200,1972,918,0.01,10/16/2010,11/17/2010,1/13/2011,32
Sold,"321 Rainier Dr Lodi, CA 95242-2627",142000,148000,1976,1300,0.13,11/4/2010,11/15/2010,11/24/2010,11
Sold,"219 Rainier Dr Lodi, CA 95242-2624",199900,190000,1975,1338,0.13,11/12/2010,12/14/2010,12/31/2010,32
Sold,"2041 Cochran Rd Lodi, CA 95242-3604",199900,216000,1915,1612,0.16,11/24/2010,4/13/2011,5/27/2011,140
Sold,"2240 Cochran Rd Lodi, CA 95242-3609",279900,260000,1978,2011,0.15,12/10/2010,3/21/2011,4/15/2011,100
Sold,"115 S Mills Ave Lodi, CA 95242-3135",149900,149000,1967,1311,0.12,12/24/2010,3/29/2011,5/5/2011,93
Sold,"2039 Yosemite Dr Lodi, CA 95242-2247",205000,200000,1965,1558,0.15,5/15/2010,6/28/2010,8/13/2010,39
Sold,"2039 Kenway Ct Lodi, CA 95242-3219",199900,141750,1977,1572,0.15,5/21/2010,9/23/2010,10/28/2010,125
Sold,"203 Rainier Dr Lodi, CA 95242-2624",179000,180000,1976,1144,0.11,5/28/2010,6/2/2010,7/13/2010,5
Sold,"2312 Corbin Ln Lodi, CA 95242-3626",179900,180000,1965,1372,0.13,5/29/2010,7/27/2010,9/9/2010,59
Sold,"354 La Vida Dr Lodi, CA 95242-3320",397000,370000,1959,2433,0.28,1/7/2011,5/23/2011,6/30/2011,136
Sold,"2330 Cochran Rd Lodi, CA 95242-3611",259000,250000,1993,2248,0.12,1/12/2011,5/9/2011,6/16/2011,117
Sold,"859 Kramer Dr Lodi, CA 95242-3706",233000,229000,1978,1659,0.17,1/31/2011,2/8/2011,3/9/2011,8
Sold,"2200 Jackson St Lodi, CA 95242-3117",186000,186000,1970,1453,0.2,2/8/2011,8/25/2011,8/25/2011,198
Sold,"2024 Debbie Ln Lodi, CA 95242-2815",126900,127000,1962,1104,0.13,3/4/2011,3/12/2011,4/15/2011,8
Sold,"314 Plumas Way Lodi, CA 95242-2619",79900,90000,1982,984,0.14,3/7/2011,5/6/2011,5/27/2011,60
Sold,"2107 Jerry Ln Lodi, CA 95242-2840",125000,125000,1961,1344,0.11,3/15/2011,1/23/2012,2/8/2012,314
Sold,"2019 W Elm St Lodi, CA 95242-2820",190460,180000,1960,1561,0.13,3/21/2011,4/12/2011,6/2/2011,22
Sold,"2161 Debbie Ln Lodi, CA 95242-2818",144500,153315,1968,1414,0.15,4/14/2011,5/3/2011,6/10/2011,16
Sold,"2155 Jerry Ln Lodi, CA 95242-2840",174900,155000,1967,1588,0.15,4/18/2011,10/7/2011,11/1/2011,170
Sold,"1216 Vienna Dr Lodi, CA 95242-3998",675000,610000,2006,4062,0.25,4/21/2011,6/1/2011,6/21/2011,41
Sold,"894 Rutledge Dr Lodi, CA 95242-2140",39900,34000,1973,918,0.01,5/10/2011,5/24/2011,6/16/2011,14
Sold,"2008 Yosemite Dr Lodi, CA 95242-2246",110000,107000,1966,1079,0.11,5/11/2011,7/19/2011,7/20/2011,69
Sold,"2126 W Pine St Lodi, CA 95242-2859",126000,126199,1968,1316,0.12,5/24/2011,5/24/2011,8/11/2011,0
Sold,"26 S Cambridge Dr Lodi, CA 95242-3212",179900,179900,1966,1599,0.12,12/29/2010,6/2/2011,7/8/2011,155
Sold,"2130 Debbie Ln Lodi, CA 95242-2817",169500,169500,1967,1818,0.15,1/6/2011,1/17/2012,2/29/2012,375
Sold,"2100 N Oxford Way Lodi, CA 95242-2849",174950,153500,1968,1238,0.11,7/8/2011,7/28/2011,8/30/2011,20
Sold,"2014 Cabrillo Cir Lodi, CA 95242-3302",206900,207500,1973,1632,0.14,7/11/2011,7/18/2011,9/1/2011,7
Sold,"2225 W Walnut St Lodi, CA 95242-3238",179950,175000,1963,1346,0.18,7/16/2011,7/16/2011,8/16/2011,0
Sold,"218 Rainier Dr Lodi, CA 95242-2623",120000,145000,1980,1830,0.15,8/1/2011,8/30/2011,11/18/2011,29
Sold,"2243 Burton Way Lodi, CA 95242-2811",145000,152000,1974,1315,0.13,8/11/2011,12/19/2011,2/14/2012,130
Sold,"2121 Yosemite Dr Lodi, CA 95242-2250",114900,126300,1966,1346,0.13,8/18/2011,10/26/2011,11/10/2011,69
Sold,"2009 W Lodi Ave Lodi, CA 95242-3221",174950,135000,1972,1431,0.21,12/2/2011,3/1/2012,4/13/2012,19
Sold,"8 S Cambridge Dr Lodi, CA 95242-3212",170000,178000,1967,1375,0.12,8/19/2011,8/23/2011,9/28/2011,4
Sold,"902 Laver Ct Lodi, CA 95242-3710",334950,320000,1985,2769,,8/23/2011,5/10/2012,6/30/2012,261
Sold,"2015 Bern Way Lodi, CA 95242-9132",625000,610000,2001,3381,0.33,8/31/2011,1/19/2012,2/28/2012,141
Sold,"2114 W Vine St Lodi, CA 95242-3721",299950,300000,1981,2135,0.18,8/31/2011,10/29/2011,11/30/2011,59
Sold,"351 Del Mont St Lodi, CA 95242-3314",259000,240000,1960,1667,0.19,9/2/2011,9/9/2011,10/18/2011,7
Sold,"2031 Kenway Ct Lodi, CA 95242-3219",159000,147845,1975,1376,0.13,5/5/2011,9/1/2011,9/16/2011,113
Sold,"817 Wightman Dr Lodi, CA 95242-3735",265900,265900,1978,2029,0.172,5/13/2011,8/3/2011,8/26/2011,81
Sold,"2100 W Pine St Lodi, CA 95242-2859",174900,181500,1968,1333,0.13,5/13/2011,6/30/2011,7/29/2011,48
Sold,"417 N Mills Ave Lodi, CA 95242-2546",109900,105000,1964,1264,0.16,5/16/2011,6/1/2011,6/22/2011,16
Sold,"106 S Allen Dr Lodi, CA 95242-3256",179500,185000,1969,1414,0.13,5/19/2011,5/19/2011,6/22/2011,0
Sold,"2027 Kenway Ct Lodi, CA 95242-3219",199950,170000,1976,1602,0.13,6/10/2011,10/7/2011,11/5/2011,115
Sold,"2100 W Corbin Ln Lodi, CA 95242-3622",150420,151620,1964,1300,0.12,6/9/2011,6/27/2011,8/10/2011,18
Sold,"1231 Heidelberg Way Lodi, CA 95242-9131",549000,520000,2000,3077,0.22,6/15/2011,2/28/2012,4/3/2012,258
Sold,"314 Plumas Way Lodi, CA 95242-2619",129000,135000,1982,984,0.14,6/25/2011,7/5/2011,7/29/2011,10
Sold,"2125 Debbie Ln Lodi, CA 95242-2818",140000,145000,1968,1589,0.15,11/3/2011,2/22/2012,3/16/2012,111
Sold,"2343 Saint Anton Dr Lodi, CA 95242-9162",376000,367000,1988,2574,0.21,11/16/2011,2/16/2012,3/16/2012,92
Sold,"2131 Debbie Ln Lodi, CA 95242-2818",165000,156000,1967,1425,0.15,11/17/2011,12/7/2011,1/4/2012,20
Sold,"2005 Corbin Ln Lodi, CA 95242-3621",185000,175000,1965,1391,0.16,11/25/2011,3/9/2012,4/20/2012,105
Sold,"2318 Saint Anton Dr Lodi, CA 95242-9158",359000,342500,1987,2368,0.22,11/29/2011,6/2/2012,7/31/2012,186
Sold,"2207 Oxford Way Lodi, CA 95242-2852",205000,190000,1971,1720,0.12,12/5/2011,5/9/2012,6/22/2012,156
Sold,"2009 W Lodi Ave Lodi, CA 95242-3221",234900,235000,1972,1431,0.21,6/29/2012,7/6/2012,8/17/2012,7
Sold,"2016 Jerry Ln Lodi, CA 95242-2837",155200,147600,1961,1541,0.13,12/10/2011,12/29/2011,3/13/2012,19
Sold,"2114 Oxford Way Lodi, CA 95242-2849",167500,160000,1968,1248,0.11,1/4/2012,1/18/2012,3/15/2012,14
Sold,"1247 Heidelberg Way Lodi, CA 95242-9131",479000,475000,2000,2965,,1/7/2012,8/9/2012,9/7/2012,117
Sold,"2155 Jerry Ln Lodi, CA 95242-2840",209000,205000,1967,1588,0.15,1/9/2012,2/17/2012,3/30/2012,39
Sold,"2111 Saint Anton Dr Lodi, CA 95242-9161",549950,525000,1989,3111,0.22,1/14/2012,1/19/2012,2/24/2012,5
Sold,"2367 Saint Anton Dr Lodi, CA 95242-9100",389900,475500,1989,3215,0.23,1/19/2012,1/27/2012,4/20/2012,8
Sold,"851 Kramer Dr Lodi, CA 95242-3706",237700,241850,1978,1706,0.17,9/15/2011,10/25/2011,12/2/2011,17
Sold,"2157 Oxford Way Lodi, CA 95242-2850",219000,212500,1968,1905,0.19,10/3/2011,11/1/2011,12/8/2011,29
Sold,"2359 Hyde Park Cir Lodi, CA 95242-3249",305000,297000,1989,2170,0.15,2/1/2012,3/5/2012,6/1/2012,33
Sold,"341 Kristmont St Lodi, CA 95242-3317",300000,280000,1960,2394,0.29,2/7/2012,9/18/2012,10/19/2012,174
Sold,"850 Wightman Dr Lodi, CA 95242-3734",310000,280000,1978,2179,0.19,2/27/2012,5/4/2012,6/29/2012,67
Sold,"2126 W Pine St Lodi, CA 95242-2859",179990,175000,1968,1316,0.12,10/5/2011,12/30/2011,2/8/2012,86
Sold,"317 N Mills Ave Lodi, CA 95242-2543",119900,125000,1982,988,0.12,2/29/2012,3/6/2012,4/18/2012,6
Sold,"341 Shady Acres Dr Lodi, CA 95242-3329",295000,285000,1970,2029,0.21,10/15/2011,3/7/2012,4/30/2012,141
Sold,"207 Palomar Dr Lodi, CA 95242-2613",199900,199900,1983,1628,0.17,10/26/2011,11/28/2011,1/20/2012,33
Sold,"2213 Corbin Ln Lodi, CA 95242-3625",200000,200000,1964,1600,0.13,5/16/2012,5/17/2012,8/24/2012,1
Sold,"808 Evert Ct Lodi, CA 95242-3703",239000,200000,1978,2061,0.2,5/16/2012,6/22/2012,7/27/2012,37
Sold,"2139 W Pine St Lodi, CA 95242-2858",169000,172000,1967,1238,0.11,5/22/2012,6/8/2012,9/14/2012,17
Sold,"850 Kramer Dr Lodi, CA 95242-3705",240000,235199,1978,2231,0.17,5/30/2012,6/21/2012,7/19/2012,22
Sold,"107 S Mills Ave Lodi, CA 95242-3135",90000,120000,1966,1597,0.12,6/5/2012,6/6/2012,2/8/2013,1
Sold,"2058 Petersburg Way Lodi, CA 95242-9689",612500,612500,1998,3652,0.37,7/3/2012,7/5/2012,8/2/2012,2
Sold,"2239 Yosemite Dr Lodi, CA 95242-2253",194900,195900,1965,1887,0.13,7/11/2012,7/15/2012,8/30/2012,4
Sold,"2318 Corbin Ln Lodi, CA 95242-3626",169000,169000,1965,1285,0.13,7/11/2012,7/12/2012,8/8/2012,1
Sold,"844 Alder Pl Lodi, CA 95242-3738",449000,430000,1998,2790,0.17,7/13/2012,8/28/2012,9/28/2012,46
Sold,"740 Rutledge Dr Lodi, CA 95242-2133",199900,190000,1972,1152,0.19,2/8/2013,3/29/2013,5/23/2013,48
Sold,"2132 W Walnut St Lodi, CA 95242-3235",268000,268000,1965,1748,0.16,7/23/2012,8/7/2012,8/31/2012,9
Sold,"2040 Jackson Ct Lodi, CA 95242-3217",230000,235000,1967,1893,,7/29/2012,11/2/2012,11/9/2012,14
Sold,"850 Kramer Dr Lodi, CA 95242-3705",290000,285000,1978,2148,0.17,8/6/2012,9/27/2012,11/13/2012,52
Sold,"2237 W Tokay St Lodi, CA 95242-3644",179900,180000,1966,1243,0.13,8/24/2012,9/4/2012,10/12/2012,11
Sold,"2236 Corbin Ln Lodi, CA 95242-3624",189000,189000,1965,1280,0.13,9/20/2012,10/9/2012,12/4/2012,19
Sold,"415 Shasta Dr Lodi, CA 95242-2641",179900,179000,1966,1476,0.14,10/6/2012,11/2/2012,12/5/2012,17
Sold,"2112 Debbie Lane Lodi, CA 95242",170000,171500,1961,1025,0.12,4/1/2013,7/17/2013,8/30/2013,42
Sold,"415 Shasta Dr Lodi, CA 95242-2641",140000,132000,1966,1476,0.14,3/26/2012,5/26/2012,6/26/2012,61
Sold,"2328 Grenoble Dr Lodi, CA 95242-9140",555000,530000,1990,3551,0.22,4/30/2012,8/31/2013,10/4/2013,488
Sold,"717 S Mills Ave Lodi, CA 95242-3563",214900,230000,1970,1751,0.17,4/30/2012,5/14/2012,6/29/2012,14
Sold,"326 Del Mont St Lodi, CA 95242-3313",320000,320000,1960,2034,0.19,5/11/2012,5/21/2012,7/6/2012,10
Sold,"2035 Kenway Ct Lodi, CA 95242-3219",189900,197000,1975,1412,,11/19/2012,11/26/2012,12/26/2012,7
Sold,"2376 Hyde Park Cir Lodi, CA 95242-3250",255000,250000,1989,1540,0.1,11/20/2012,12/6/2012,12/31/2012,16
Sold,"12 N Cambridge Dr Lodi, CA 95242-2819",169900,169900,1968,1357,0.12,11/20/2012,2/6/2013,3/21/2013,51
Sold,"2101 Oxford Way Lodi, CA 95242-2850",199950,211000,1967,1435,0.11,11/21/2012,11/29/2012,1/11/2013,8
Sold,"857 Wightman Dr Lodi, CA 95242-3736",239000,212000,1978,1849,0.17,12/6/2012,12/26/2012,3/1/2013,20
Sold,"261 Benson Dr Lodi, CA 95242-3248",269900,274900,1963,1839,0.21,1/3/2013,2/20/2013,3/29/2013,48
Sold,"2366 Saint Anton Dr Lodi, CA 95242-9159",499900,475000,1988,3404,0.26,1/10/2013,4/15/2013,5/10/2013,76
Sold,"2342 Hyde Park Cir Lodi, CA 95242-3239",325000,325000,1989,1631,0.09,7/8/2013,7/24/2013,8/12/2013,3
Sold,"818 Laver Ct Lodi, CA 95242-3709",259950,265000,1978,1900,0.16,2/1/2013,2/11/2013,3/13/2013,10
Sold,"2150 Oxford Way Lodi, CA 95242-2849",199950,205000,1968,1201,0.12,2/11/2013,2/18/2013,2/28/2013,7
Sold,"2227 Yosemite Dr Lodi, CA 95242-2253",174900,185000,1964,1264,0.13,2/11/2013,2/26/2013,3/28/2013,15
Sold,"827 Westwind Dr Lodi, CA 95242-3733",259900,255000,1979,1899,0.16,3/8/2013,3/8/2013,4/9/2013,0
Sold,"215 Palomar Dr Lodi, CA 95242-2613",214950,225900,1983,1447,0.14,3/12/2013,3/22/2013,4/26/2013,7
Sold,"842 Kramer Dr Lodi, CA 95242-3705",299950,290000,1978,2157,0.17,8/21/2012,9/8/2012,11/16/2012,18
Sold,"2007 Kenway Ct Lodi, CA 95242",225000,225000,1978,1560,0.11,3/22/2013,5/5/2013,6/21/2013,44
Sold,"1228 Salzburg Ln Lodi, CA 95242-9180",549950,512000,2003,2592,0.22,3/29/2013,4/30/2013,9/18/2013,31
Sold,"857 Wightman Dr Lodi, CA 95242",319000,300000,1978,1849,0.17,4/1/2013,4/23/2013,5/7/2013,22
Sold,"2013 Tyler Way Lodi, CA 95242-9692",599900,586000,1995,4354,0.3,10/18/2012,1/11/2013,3/26/2013,85
Sold,"892 Rutledge Dr Lodi, CA 95242-2140",52000,48000,1971,918,0.0153,10/24/2012,11/19/2012,1/4/2013,26
Sold,"261 Benson Dr Lodi, CA 95242-3248",237000,216000,1963,1839,0.21,10/30/2012,11/15/2012,11/30/2012,16
Sold,"406 Plumas Way Lodi, CA 95242-2621",170000,175100,1964,1321,0.1327,4/11/2013,4/22/2013,7/26/2013,11
Sold,"2220 W Lodi Ave Lodi, CA 95242",175000,178000,1961,1499,0.21,5/14/2013,5/22/2013,6/14/2013,8
Sold,"810 Wightman Dr Lodi, CA 95242-3734",299000,297000,1979,1964,0.19,11/3/2012,11/14/2012,12/31/2012,11
Sold,"1103 Val Gardena St Lodi, CA 95242-9143",525900,500000,1989,4371,0.27,11/13/2012,3/28/2013,4/19/2013,111
Sold,"859 Westwind Dr Lodi, CA 95242-3733",265000,285000,1981,1832,0.15,5/20/2013,5/25/2013,6/21/2013,5
Sold,"2149 Debbie Ln Lodi, CA 95242-2818",219950,230000,1967,1380,0.15,5/31/2013,6/6/2013,7/3/2013,6
Sold,"327 Wood Dr Lodi, CA 95242-3331",269950,268000,1963,1710,0.21,6/7/2013,6/17/2013,7/25/2013,10
Sold,"324 Rutledge Dr Lodi, CA 95242",259950,249500,1975,1667,0.14,6/10/2013,9/30/2013,10/30/2013,90
Sold,"2123 Sunwest Dr Lodi, CA 95242",392000,385000,1980,2213,0.18,6/11/2013,11/12/2013,12/24/2013,77
Sold,"2114 Oxford Way Lodi, CA 95242",225000,230000,1968,1248,0.11,7/5/2013,7/14/2013,8/23/2013,9
Sold,"831 Tilden Dr Lodi, CA 95242-3717",299000,273000,1977,1790,0.2,7/12/2013,9/7/2013,10/8/2013,55
Sold,"2308 Cabrillo Cir Lodi, CA 95242-3310",329900,306000,1960,1854,0.26,7/15/2013,7/18/2013,8/15/2013,3
Sold,"2120 W Lodi Ave Lodi, CA 95242-3222",258888,272000,1963,1836,0.2,7/26/2013,8/20/2013,10/25/2013,25
Sold,"2215 W Walnut St Lodi, CA 95242-3238",239950,237950,1963,1416,0.14,7/31/2013,8/6/2013,9/11/2013,6
Sold,"2106 W Elm St Lodi, CA 95242-2821",269000,269000,1961,1659,0.15,8/7/2013,8/10/2013,9/16/2013,3
Sold,"2220 W Lodi Ave Lodi, CA 95242-3224",259900,260000,1961,1499,0.2165,8/8/2013,9/24/2013,10/18/2013,18
Sold,"2224 Grenoble Dr Lodi, CA 95242-9164",565000,552500,1989,4006,0.241,8/10/2013,8/16/2013,10/16/2013,6
Sold,"2019 Jackson Ct Lodi, CA 95242",329900,325000,1974,1825,0.2228,3/20/2014,3/24/2014,4/25/2014,4
Sold,"2130 Sunwest Dr Lodi, CA 95242-3711",464950,445000,1981,3153,0.2296,8/16/2013,8/30/2013,9/27/2013,14
Sold,"2011 Corbin Ln Lodi, CA 95242",165000,195000,1964,1104,0.14,8/19/2013,9/4/2013,9/27/2013,16
Sold,"1929 Ayers Ave Lodi, CA 95242",199950,199950,1961,960,0.1377,9/9/2013,9/12/2013,10/23/2013,3
Sold,"237 Rainier Lodi, CA 95242",255000,255000,1977,1784,0.1405,9/20/2013,5/14/2014,7/3/2014,236
Sold,"2245 Yosemite Dr Lodi, CA 95242-2253",204900,210000,1965,1462,0.15,5/14/2013,6/17/2013,8/23/2013,34
Sold,"815 Tilden Dr Lodi, CA 95242-3717",445000,410000,1977,3295,0.18,5/17/2013,12/6/2013,12/17/2013,191
Sold,"2220 Cabrillo Cir Lodi, CA 95242-3307",247300,320000,1960,1515,0.2052,6/11/2014,7/5/2014,9/4/2014,24
Sold,"2106 Sunwest Dr Lodi, CA 95242",569000,547500,1982,3125,0.2086,12/9/2013,12/23/2013,1/3/2014,14
Sold,"2221 Yosemite Dr Lodi, CA 95242-2253",199900,200000,1964,1570,0.15,12/16/2013,1/3/2014,2/13/2014,14
Sold,"2231 W Tokay St Lodi, CA 95242-3644",249900,238000,1965,1358,0.1377,12/21/2013,1/23/2014,2/24/2014,33
Sold,"2332 W TURNER RD Lodi, CA 95242",105000,110000,1971,910,0.0153,12/25/2013,12/25/2013,3/12/2014,0
Sold,"2234 W Tokay St Lodi, CA 95242-3643",244900,237000,1975,1486,0.1612,1/8/2014,5/5/2014,5/20/2014,103
Sold,"730 Willow Ave Lodi, CA 95242-3649",189900,190000,1947,1092,0.2253,1/8/2014,3/13/2014,4/16/2014,35
Sold,"2347 Hyde Park Cir Lodi, CA 95242-3249",340000,320000,1989,1631,0.1213,1/30/2014,2/12/2014,3/7/2014,13
Sold,"1150 Heidelberg Way Lodi, CA 95242-9142",512950,505000,1998,2604,0.2564,2/2/2014,5/5/2014,6/13/2014,92
Sold,"2118 DEBBIE Ln Lodi, CA 95242",189000,190000,1961,960,0.1148,2/17/2014,3/3/2014,4/24/2014,14
Sold,"2331 Grenoble Dr Lodi, CA 95242",559750,570000,1989,3030,0.2112,2/24/2014,5/20/2014,7/28/2014,69
Sold,"1038 Geneva Ln Lodi, CA 95242-9697",569950,545000,1993,3042,0.23,3/3/2014,4/23/2014,4/23/2014,30
Sold,"2011 Corbin Ln Lodi, CA 95242-3621",258900,258900,1964,1104,0.14,3/6/2014,4/2/2014,4/4/2014,27
Sold,"2236 Corbin Ln Lodi, CA 95242-3624",258000,257000,1965,1280,0.1377,4/1/2014,6/27/2014,7/1/2014,77
Sold,"2016 W Lodi Ave Lodi, CA 95242",355000,345000,1974,2474,0.253,4/12/2014,7/9/2014,8/18/2014,88
Sold,"2227 Yosemite Lodi, CA 95240",264000,255000,1964,1264,0.1389,5/23/2014,6/7/2014,8/19/2014,15
Sold,"1203 Vienna Dr Lodi, CA 95242-3998",720000,650000,2003,3254,0.2525,6/1/2014,6/17/2014,8/5/2014,16
Sold,"2322 W Tokay St Lodi, CA 95242-3600",319950,310000,1989,1887,0.1414,9/20/2013,10/3/2013,10/31/2013,13
Sold,"906 Evert Ct Lodi, CA 95242-3704",429950,416500,1982,2474,0.2082,6/4/2014,7/31/2014,9/17/2014,57
Sold,"2131 Jerry Ln Lodi, CA 95242-2840",299000,265000,1966,1993,0.1515,10/1/2013,3/20/2014,4/1/2014,170
Sold,"835 KRAMER Dr Lodi, CA 95242",339000,322000,1979,2465,0.167,11/13/2013,12/23/2013,1/16/2014,40
Sold,"221 PALOMAR Lodi, CA 95242-2613",245000,235000,1983,1280,0.1515,11/14/2013,12/8/2013,12/20/2013,24
Sold,"2339 Grenoble Dr Lodi, CA 95242-9141",495000,485000,1989,3500,0.4638,6/9/2014,7/7/2014,8/15/2014,28
Sold,"2314 W Turner Rd Lodi, CA 95242-2164",98500,103000,1973,918,0.0153,11/14/2013,11/18/2013,12/5/2013,4
Sold,"851 Tilden Dr Lodi, CA 95242-3717",429000,415000,1977,2706,0.2365,11/16/2013,1/20/2014,2/20/2014,65
Sold,"1160 Vienna Dr Lodi, CA 95242-9694",489900,489900,1996,2570,0.2544,6/12/2014,6/14/2014,7/25/2014,2
Sold,"844 Alder Pl Lodi, CA 95242",469000,469000,1998,2790,0.1706,6/30/2014,10/14/2014,12/15/2014,106
Sold,"835 Kramer Dr Lodi, CA 95242-3706",399000,399000,1979,2465,0.167,7/28/2014,8/4/2014,8/22/2014,7
Sold,"321 SHASTA DRIVE Lodi, CA 95240",210000,200000,1982,1153,0.1337,7/30/2014,11/19/2014,4/3/2015,112
Sold,"1222 Salzburg Ln, Lodi, CA 95242-9180",595000,575000,2003,2699,0.2262,8/1/2014,5/27/2015,6/30/2015,299
Sold,"624 Rutledge Dr Lodi, CA 95242-2131",239900,228000,1970,1439,0.1263,9/1/2014,9/29/2014,10/10/2014,14
Sold,"2387 Hyde Park Cir Lodi, CA 95242-3251",324950,324950,1989,1631,0.1084,8/22/2014,8/27/2014,9/25/2014,5
Sold,"2145 Tracy Pl Lodi, CA 95242-3234",229950,220000,1969,1360,0.1038,8/30/2014,9/10/2014,9/30/2014,11
Sold,"2138 Tracy, Lodi, CA 95242",236000,236000,1968,1312,0.124,3/28/2015,5/9/2015,6/30/2015,42
